STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,COU,Country,STAT_DIV_TAX,Overall statutory tax rates on dividend income,TIME_PERIOD,Year,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,HUN,Hungary,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2012,,31.96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,HUN,Hungary,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2013,,31.96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,HUN,Hungary,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2014,,31.96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,HUN,Hungary,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2015,,31.96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,HUN,Hungary,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2016,,31.15,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,HUN,Hungary,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2017,,22.65,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,HUN,Hungary,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2018,,22.65,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,HUN,Hungary,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2019,,22.65,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,HUN,Hungary,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2020,,22.65,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,HUN,Hungary,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2021,,22.65,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,HUN,Hungary,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2022,,22.65,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,HUN,Hungary,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2023,,22.65,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,HUN,Hungary,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2002,,46.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,NZL,New Zealand,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2000,,38.98109,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,NZL,New Zealand,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2001,,38.98109,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,NZL,New Zealand,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2002,,38.98109,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,NZL,New Zealand,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2003,,38.98109,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,NZL,New Zealand,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2004,,38.98109,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,NZL,New Zealand,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2005,,38.98109,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,NZL,New Zealand,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2006,,38.98109,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,NZL,New Zealand,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2007,,38.98109,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,NZL,New Zealand,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2008,,39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,NZL,New Zealand,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2009,,38,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,NZL,New Zealand,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2010,,38,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,NZL,New Zealand,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2021,,39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,NZL,New Zealand,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2022,,39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,NZL,New Zealand,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2023,,39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,DNK,Denmark,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2000,,59.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,DNK,Denmark,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2001,,60.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,DNK,Denmark,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2002,,60.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,DNK,Denmark,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2003,,60.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,DNK,Denmark,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2004,,60.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,DNK,Denmark,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2005,,58.96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,DNK,Denmark,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2006,,58.96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,DNK,Denmark,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2007,,57.25,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,DNK,Denmark,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2008,,58.75,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,DNK,Denmark,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2009,,58.75,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,DNK,Denmark,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2010,,56.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,DNK,Denmark,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2011,,56.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,DNK,Denmark,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2012,,56.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,DNK,Denmark,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2013,,56.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,DNK,Denmark,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2014,,56.21,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,DNK,Denmark,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2015,,55.63,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,DNK,Denmark,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2016,,54.76,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,DNK,Denmark,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2017,,54.76,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,DNK,Denmark,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2018,,54.76,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,DNK,Denmark,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2019,,54.76,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,DNK,Denmark,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2020,,54.76,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,DNK,Denmark,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2021,,54.76,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,DNK,Denmark,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2022,,54.76,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,DNK,Denmark,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2023,,54.76,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,JPN,Japan,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2000,,66.65068,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,JPN,Japan,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2001,,66.65068,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,JPN,Japan,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2002,,66.65068,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,JPN,Japan,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2003,,66.65068,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,JPN,Japan,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2004,,45.586,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,JPN,Japan,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2005,,45.586,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,JPN,Japan,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2006,,45.586,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,JPN,Japan,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2007,,45.586,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,JPN,Japan,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2008,,45.586,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,JPN,Japan,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2009,,45.586,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,JPN,Japan,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2010,,45.586,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,JPN,Japan,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2011,,45.586,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,JPN,Japan,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2012,,45.586,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,JPN,Japan,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2013,,43.383625,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,JPN,Japan,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2014,,49.790482,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,JPN,Japan,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2015,,45.901854,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,JPN,Japan,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2016,,44.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,JPN,Japan,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2017,,44.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,JPN,Japan,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2018,,44.016832,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,JPN,Japan,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2019,,44.016832,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,JPN,Japan,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2020,,44.02,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,JPN,Japan,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2021,,44.02,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,JPN,Japan,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2022,,44.02,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,JPN,Japan,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2023,,44.02,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GBR,United Kingdom,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2000,,45.139438,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GBR,United Kingdom,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2001,,47.500525,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GBR,United Kingdom,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2002,,47.500525,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GBR,United Kingdom,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2003,,47.500525,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GBR,United Kingdom,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2004,,47.500525,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GBR,United Kingdom,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2005,,47.500525,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GBR,United Kingdom,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2006,,47.500525,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GBR,United Kingdom,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2007,,47.500525,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GBR,United Kingdom,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2008,,46.00054,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GBR,United Kingdom,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2009,,46.00054,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GBR,United Kingdom,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2010,,54.00046,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GBR,United Kingdom,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2011,,52.722695,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GBR,United Kingdom,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2012,,51.44493,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GBR,United Kingdom,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2013,,46.528313,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GBR,United Kingdom,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2014,,45.139438,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GBR,United Kingdom,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2015,,44.445,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GBR,United Kingdom,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2016,,50.48,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GBR,United Kingdom,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2017,,49.861,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GBR,United Kingdom,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2018,,49.861,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GBR,United Kingdom,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2019,,49.861,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GBR,United Kingdom,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2020,,49.861,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GBR,United Kingdom,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2021,,49.861,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GBR,United Kingdom,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2022,,50.8735,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GBR,United Kingdom,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2023,,54.5125,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GRC,Greece,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2001,,37.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GRC,Greece,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2005,,32,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GRC,Greece,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2006,,29,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GRC,Greece,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2009,,32.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GRC,Greece,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2010,,39.96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GRC,Greece,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2013,,33.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GRC,Greece,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2014,,33.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GRC,Greece,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2015,,36.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GRC,Greece,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2016,,36.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GRC,Greece,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2017,,39.65,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GRC,Greece,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2018,,39.65,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GRC,Greece,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2019,,31.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GRC,Greece,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2020,,27.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GRC,Greece,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2021,,25.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GRC,Greece,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2022,,25.9,,A,,PC,Percentage,0,Units,,
